identifier	name
AT5G50900	AT5G50900
AT5G50910	AT5G50910
AT5G50915	AT5G50915
AT5G50920	AT5G50920
AT5G50930	AT5G50930
AT5G50940	AT5G50940
AT5G50950	AT5G50950
AT5G50960	AT5G50960
AT5G50970	K3K7-13
AT5G50990	AT5G50990
AT5G51000	K3K7-17
AT5G51010	K3K7-19
AT5G51020	AT5G51020
AT5G51030	K3K7-21
AT5G51040	AT5G51040
AT5G51050	AT5G51050
AT5G51060	AT5G51060
AT5G51070	AT5G51070
AT5G51080	MWD22-2
AT5G51090	AT5G51090
AT5G51100	AT5G51100
AT5G51110	AT5G51110
AT5G51105	AT5G51105
AT5G51120	AT5G51120
AT5G51130	AT5G51130
AT5G51140	MWD22-8
AT5G51150	AT5G51150
AT5G51160	AT5G51160
AT5G51170	AT5G51170
AT5G51180	AT5G51180
AT5G51190	AT5G51190
AT5G51195	AT5G51195
AT5G51200	AT5G51200
AT5G51210	AT5G51210
AT5G51220	AT5G51220
AT5G51230	AT5G51230
AT5G51250	AT5G51250
AT5G51260	AT5G51260
AT5G51270	AT5G51270
AT5G51280	AT5G51280
AT5G51290	AT5G51290
AT5G51300	AT5G51300
AT5G51310	MWD22-26
AT5G51330	AT5G51330
AT5G51340	AT5G51340
AT5G51350	AT5G51350
AT5G51360	AT5G51360
AT5G51370	MFG13-8
AT5G51380	AT5G51380
AT5G51390	AT5G51390
AT5G51400	AT5G51400
AT5G51410	GENE1500
AT5G51420	AT5G51420
AT5G51430	AT5G51430
AT5G51440	AT5G51440
AT5G51450	AT5G51450
AT5G51451	AT5G51451
AT5G51460	AT5G51460
AT5G51465	AT5G51465
AT5G51470	AT5G51470
AT5G51480	AT5G51480
AT5G51490	AT5G51490
AT5G51500	AT5G51500
AT5G51510	AT5G51510
AT5G51520	AT5G51520
AT5G51530	AT5G51530
AT5G51540	AT5G51540
AT5G51545	AT5G51545
AT5G51550	AT5G51550
AT5G51560	K17N15-11
AT5G51570	AT5G51570
AT5G51580	K17N15-13
AT5G51585	AT5G51585
AT5G51590	AT5G51590
AT5G51600	AT5G51600
AT5G51610	AT5G51610
AT5G51620	AT5G51620
AT5G51630	AT5G51630
AT5G51640	AT5G51640
AT5G51650	AT5G51650
AT5G51660	AT5G51660
AT5G51670	K10D11-2
AT5G51680	AT5G51680
AT5G51690	AT5G51690
AT5G51700	AT5G51700
AT5G51710	AT5G51710
AT5G51720	AT5G51720
AT5G51730	AT5G51730
AT5G51740	AT5G51740
AT5G51750	AT5G51750
AT5G51760	AT5G51760
AT5G51770	AT5G51770
AT5G51780	AT5G51780
AT5G51790	AT5G51790
AT5G51795	AT5G51795
AT5G51800	AT5G51800
AT5G51810	AT5G51810
AT5G51820	MIO24-4
AT5G51830	MIO24-3
AT5G51840	AT5G51840
AT5G51845	MIO24
AT5G51850	AT5G51850
AT5G51860	AT5G51860
AT5G51870	AT5G51870
AT5G51880	MJM18-3
AT5G51890	AT5G51890
AT5G51900	AT5G51900
AT5G51910	AT5G51910
AT5G51915	AT5G51915
AT5G51920	MJM18-1
AT5G51930	MSG15-1
AT5G51940	AT5G51940
AT5G51950	MSG15-3
AT5G51960	AT5G51960
AT5G51970	MSG15-7
AT5G51980	AT5G51980
AT5G51990	AT5G51990
AT5G52000	AT5G52000
AT5G52010	MSG15-9
AT5G52020	AT5G52020
AT5G52030	AT5G52030
AT5G52040	AT5G52040
AT5G52045	AT5G52045
AT5G52050	AT5G52050
AT5G52060	AT5G52060
AT5G52070	MSG15-17
AT5G52080	MSG15-18
AT5G52090	MSG15-19
AT5G52100	AT5G52100
AT5G52110	AT5G52110
AT5G52115	AT5G52115
AT5G52120	AT5G52120
AT5G52130	AT5G52130
AT5G52140	AT5G52140
AT5G52150	AT5G52150
AT5G52155	AT5G52155
AT5G52160	AT5G52160
AT5G52170	AT5G52170
AT5G52180	F17P19-8
AT5G52190	AT5G52190
AT5G52200	AT5G52200
AT5G52210	AT5G52210
AT5G52220	AT5G52220
AT5G52230	AT5G52230
AT5G52240	AT5G52240
AT5G52250	AT5G52250
AT5G52260	AT5G52260
AT5G52270	AT5G52270
AT5G52280	AT5G52280
AT5G52290	SHOC1
AT5G52300	AT5G52300
AT5G52310	AT5G52310
AT5G52320	AT5G52320
AT5G52330	K24M7-6
AT5G52340	AT5G52340
AT5G52350	AT5G52350
AT5G52360	AT5G52360
AT5G52370	AT5G52370
AT5G52380	AT5G52380
AT5G52390	K24M7-13
AT5G52400	AT5G52400
AT5G52410	K24M7-15
AT5G52420	K24M7-17
AT5G52430	AT5G52430
AT5G52440	AT5G52440
AT5G52450	AT5G52450
AT5G52460	AT5G52460
AT5G52470	AT5G52470
AT5G52480	AT5G52480
AT5G52490	AT5G52490
AT5G52500	K24M7-26
AT5G52510	AT5G52510
AT5G52520	AT5G52520
AT5G52530	AT5G52530
AT5G52540	AT5G52540
AT5G52545	AT5G52545
AT5G52547	AT5G52547
AT5G52550	F6N7-3
AT5G52560	AT5G52560
AT5G52570	AT5G52570
AT5G52580	AT5G52580
AT5G52600	AT5G52600
AT5G52605	F6N7
AT5G52610	F6N7-10
AT5G52620	AT5G52620
AT5G52630	AT5G52630
AT5G52640	AT5G52640
AT5G52650	AT5G52650
AT5G52655	AT5G52655
AT5G52660	AT5G52660
AT5G52670	AT5G52670
AT5G52680	AT5G52680
AT5G52690	AT5G52690
AT5G52700	F6N7-19
AT5G52710	AT5G52710
AT5G52720	AT5G52720
AT5G52730	AT5G52730
AT5G52740	AT5G52740
AT5G52750	AT5G52750
AT5G52760	AT5G52760
AT5G52770	AT5G52770
AT5G52780	F6N7-27
AT5G52790	AT5G52790
AT5G52800	AT5G52800
AT5G52810	AT5G52810
AT5G52820	AT5G52820
AT5G52830	AT5G52830
AT5G52840	AT5G52840
AT5G52850	AT5G52850
AT5G52860	AT5G52860
AT5G52870	AT5G52870
AT5G52880	AT5G52880
AT5G52882	AT5G52882
AT5G52890	AT5G52890
AT5G52900	AT5G52900
AT5G52910	MXC20-14
AT5G52920	AT5G52920
AT5G52930	AT5G52930
AT5G52940	AT5G52940
AT5G52950	AT5G52950
AT5G52960	AT5G52960
AT5G52965	AT5G52965
AT5G52970	AT5G52970
AT5G52975	AT5G52975
AT5G52980	AT5G52980
AT5G52990	AT5G52990
AT5G53000	AT5G53000
AT5G53010	AT5G53010
AT5G53020	MNB8-8
AT5G53030	MNB8-9
AT5G53040	AT5G53040
AT5G53045	AT5G53045
AT5G53050	MNB8-11
AT5G53060	AT5G53060
AT5G53070	AT5G53070
AT5G53080	MNB8-14
AT5G53090	AT5G53090
AT5G53100	AT5G53100
AT5G53110	AT5G53110
AT5G53120	AT5G53120
AT5G53130	AT5G53130
AT5G53140	AT5G53140
AT5G53150	MFH8-9
AT5G53160	AT5G53160
AT5G53170	AT5G53170
AT5G53180	AT5G53180
AT5G53190	AT5G53190
AT5G53200	AT5G53200
AT5G53210	AT5G53210
AT5G53220	K19E1-2
AT5G53230	AT5G53230
AT5G53240	AT5G53240
AT5G53250	AT5G53250
AT5G53260	K19E1-6
AT5G53270	AT5G53270
AT5G53280	AT5G53280
AT5G53290	AT5G53290
AT5G53300	AT5G53300
AT5G53310	K19E1-11
AT5G53320	AT5G53320
AT5G53330	AT5G53330
AT5G53340	AT5G53340
AT5G53350	AT5G53350
AT5G53360	AT5G53360
AT5G53370	AT5G53370
AT5G53380	K19E1-18
AT5G53390	AT5G53390
AT5G53400	AT5G53400
AT5G53410	AT5G53410
AT5G53420	MYN8-3
AT5G53430	AT5G53430
AT5G53440	MYN8-5
AT5G53450	AT5G53450
AT5G53460	AT5G53460
AT5G53470	AT5G53470
AT5G53480	AT5G53480
AT5G53486	AT5G53486
AT5G53490	AT5G53490
AT5G53500	AT5G53500
AT5G53510	AT5G53510
AT5G53520	AT5G53520
AT5G53530	AT5G53530
AT5G53540	MNC6-8
AT5G53550	AT5G53550
AT5G53560	AT5G53560
AT5G53570	AT5G53570
AT5G53580	AT5G53580
AT5G53590	AT5G53590
AT5G53592	AT5G53592
AT5G53600	AT5G53600
AT5G53610	MNC6-15
AT5G53620	AT5G53620
AT5G53635	MNC6-17
AT5G53637	AT5G53637
AT5G53640	AT5G53640
AT5G53650	MNC6-19
AT5G53660	AT5G53660
AT5G53670	AT5G53670
AT5G53680	AT5G53680
AT5G53700	AT5G53700
AT5G53710	MGN6-6
AT5G53720	AT5G53720
AT5G53730	AT5G53730
AT5G53740	AT5G53740
AT5G53742	AT5G53742
AT5G53750	MGN6-11
AT5G53760	AT5G53760
AT5G53770	AT5G53770
AT5G53780	AT5G53780
AT5G53790	MGN6-17
AT5G53800	MGN6-19
AT5G53810	MGN6-20
AT5G53820	MGN6-21
AT5G53830	AT5G53830
AT5G53840	K6O8-1
AT5G53850	AT5G53850
AT5G53860	AT5G53860
AT5G53870	AT5G53870
AT5G53880	AT5G53880
AT5G53890	AT5G53890
AT5G53895	AT5G53895
AT5G53900	AT5G53900
AT5G53905	AT5G53905
AT5G53910	AT5G53910
AT5G53920	AT5G53920
AT5G53930	AT5G53930
AT5G53940	AT5G53940
AT5G53950	AT5G53950
AT5G53960	AT5G53960
AT5G53970	AT5G53970
AT5G53980	AT5G53980
AT5G53990	AT5G53990
AT5G54000	AT5G54000
AT5G54010	AT5G54010
AT5G54020	AT5G54020
AT5G54030	AT5G54030
AT5G54035	AT5G54035
AT5G54040	K19P17-21
AT5G54043	AT5G54043
AT5G54050	K19P17-23
AT5G54060	AT5G54060
AT5G54062	AT5G54062
AT5G54067	MJP23
AT5G54070	AT5G54070
AT5G54080	AT5G54080
AT5G54090	MJP23-7
AT5G54095	AT5G54095
AT5G54100	AT5G54100
AT5G54110	AT5G54110
AT5G54130	AT5G54130
AT5G54140	AT5G54140
AT5G54145	AT5G54145
AT5G54148	AT5G54148
AT5G54150	AT5G54150
AT5G54160	AT5G54160
AT5G54165	AT5G54165
AT5G54170	K18G13-4
AT5G54180	AT5G54180
AT5G54190	K18G13-7
AT5G54200	K18G13-8
AT5G54210	AT5G54210
AT5G54215	MDK4
AT5G54220	AT5G54220
AT5G54225	AT5G54225
AT5G54230	AT5G54230
AT5G54240	AT5G54240
AT5G54250	AT5G54250
AT5G54260	AT5G54260
AT5G54270	AT5G54270
AT5G54280	AT5G54280
AT5G54290	AT5G54290
AT5G54300	AT5G54300
AT5G54310	AT5G54310
AT5G54320	AT5G54320
AT5G54330	MDK4-15
AT5G54340	AT5G54340
AT5G54350	AT5G54350
AT5G54360	AT5G54360
AT5G54370	AT5G54370
AT5G54380	AT5G54380
AT5G54390	F24B18-1
AT5G54400	AT5G54400
AT5G54410	F24B18-3
AT5G54420	AT5G54420
AT5G54430	AT5G54430
AT5G54440	AT5G54440
AT5G54450	F24B18-7
AT5G54460	F24B18-8
AT5G54470	AT5G54470
AT5G54480	AT5G54480
AT5G54490	AT5G54490
AT5G54500	AT5G54500
AT5G54510	AT5G54510
AT5G54520	MRB17-2
AT5G54530	AT5G54530
AT5G54540	AT5G54540
AT5G54550	AT5G54550
AT5G54560	AT5G54560
AT5G54570	AT5G54570
AT5G54580	AT5G54580
AT5G54585	AT5G54585
AT5G54590	AT5G54590
AT5G54600	AT5G54600
AT5G54610	AT5G54610
AT5G54620	MRB17-12
AT5G54630	AT5G54630
AT5G54640	AT5G54640
AT5G54650	AT5G54650
AT5G54660	AT5G54660
AT5G54670	AT5G54670
AT5G54680	AT5G54680
AT5G54690	AT5G54690
AT5G54700	AT5G54700
AT5G54710	AT5G54710
AT5G54720	AT5G54720
AT5G54730	AT5G54730
AT5G54740	AT5G54740
AT5G54745	AT5G54745
AT5G54750	AT5G54750
AT5G54760	AT5G54760
AT5G54770	AT5G54770
AT5G54780	AT5G54780
AT5G54790	AT5G54790
AT5G54800	AT5G54800
AT5G54810	AT5G54810
AT5G54820	MBG8-8
AT5G54830	AT5G54830
AT5G54840	AT5G54840
AT5G54850	MBG8-11
AT5G54855	MBG8-13
AT5G54860	AT5G54860
AT5G54870	AT5G54870
AT5G54880	AT5G54880
AT5G54890	MBG8-16
AT5G54900	AT5G54900
AT5G54910	AT5G54910
AT5G54920	AT5G54920
AT5G54930	AT5G54930
AT5G54940	AT5G54940
AT5G54950	MBG8-22
AT5G54960	AT5G54960
AT5G54970	AT5G54970
AT5G54980	MBG8-25
AT5G54990	AT5G54990
AT5G55000	AT5G55000
AT5G55010	K13P22-1
AT5G55020	AT5G55020
AT5G55040	AT5G55040
AT5G55050	AT5G55050
AT5G55060	MCO15-1
AT5G55070	MCO15-2
AT5G55080	AT5G55080
AT5G55090	AT5G55090
AT5G55100	AT5G55100
AT5G55110	MCO15-6
AT5G55120	AT5G55120
AT5G55125	AT5G55125
AT5G55130	AT5G55130
AT5G55131	AT5G55131
AT5G55132	MCO15
AT5G55135	AT5G55135
AT5G55140	AT5G55140
AT5G55150	AT5G55150
AT5G55160	AT5G55160
AT5G55170	AT5G55170
AT5G55180	AT5G55180
AT5G55190	AT5G55190
AT5G55200	AT5G55200
AT5G55210	MCO15-16
AT5G55220	AT5G55220
AT5G55230	AT5G55230
AT5G55240	AT5G55240
AT5G55250	IAMT1
AT5G55260	AT5G55260
AT5G55270	AT5G55270
AT5G55280	AT5G55280
AT5G55290	AT5G55290
AT5G55300	AT5G55300
AT5G55310	AT5G55310
AT5G55320	AT5G55320
AT5G55330	AT5G55330
AT5G55340	AT5G55340
AT5G55350	AT5G55350
AT5G55360	AT5G55360
AT5G55370	AT5G55370
AT5G55380	AT5G55380
AT5G55390	AT5G55390
AT5G55400	AT5G55400
AT5G55410	AT5G55410
AT5G55430	AT5G55430
AT5G55440	MTE17-15
AT5G55450	AT5G55450
AT5G55460	AT5G55460
AT5G55470	AT5G55470
AT5G55480	AT5G55480
AT5G55490	AT5G55490
AT5G55500	MTE17-21
AT5G55507	AT5G55507
AT5G55508	AT5G55508
AT5G55510	AT5G55510
AT5G55520	MTE17-24
AT5G55530	AT5G55530
AT5G55540	AT5G55540
AT5G55550	AT5G55550
AT5G55560	AT5G55560
AT5G55565	MDF20
AT5G55570	MDF20-1
AT5G55580	AT5G55580
AT5G55590	AT5G55590
AT5G55600	MDF20-4
AT5G55610	MDF20-5
AT5G55620	AT5G55620
AT5G55630	AT5G55630
AT5G55640	AT5G55640
AT5G55650	MDF20-9
AT5G55660	MDF20-10
AT5G55670	AT5G55670
AT5G55680	AT5G55680
AT5G55690	MDF20-13
AT5G55700	AT5G55700
AT5G55710	AT5G55710
AT5G55720	AT5G55720
AT5G55730	AT5G55730
AT5G55740	AT5G55740
AT5G55750	AT5G55750
AT5G55760	AT5G55760
AT5G55770	MDF20-21
AT5G55780	MDF20-22
AT5G55790	MDF20-23
AT5G55800	AT5G55800
AT5G55810	MDF20-25
AT5G55820	MDF20-26
AT5G55830	AT5G55830
AT5G55840	AT5G55840
AT5G55850	AT5G55850
AT5G55855	AT5G55855
AT5G55856	AT5G55856
AT5G55860	MWJ3-4
AT5G55870	AT5G55870
AT5G55880	AT5G55880
AT5G55890	AT5G55890
AT5G55893	AT5G55893
AT5G55900	MYN21-1
AT5G55910	AT5G55910
AT5G55920	AT5G55920
AT5G55930	AT5G55930
AT5G55940	AT5G55940
AT5G55950	AT5G55950
AT5G55960	AT5G55960
AT5G55970	AT5G55970
AT5G55980	MDA7-2
AT5G55990	AT5G55990
AT5G56000	AT5G56000
AT5G56010	AT5G56010
AT5G56020	MDA7-6
AT5G56030	AT5G56030
AT5G56040	AT5G56040
AT5G56050	AT5G56050
AT5G56060	MDA7-10
AT5G56070	MDA7-12
AT5G56075	AT5G56075
AT5G56080	AT5G56080
AT5G56090	AT5G56090
AT5G56100	MDA7-16
AT5G56110	AT5G56110
AT5G56120	AT5G56120
AT5G56130	AT5G56130
AT5G56140	AT5G56140
AT5G56150	AT5G56150
AT5G56160	AT5G56160
AT5G56170	AT5G56170
AT5G56180	AT5G56180
AT5G56190	AT5G56190
AT5G56200	K24C1-1
AT5G56210	AT5G56210
AT5G56220	AT5G56220
AT5G56230	AT5G56230
AT5G56240	AT5G56240
AT5G56250	AT5G56250
AT5G56260	AT5G56260
AT5G56270	AT5G56270
AT5G56280	AT5G56280
AT5G56290	AT5G56290
AT5G56300	AT5G56300
AT5G56310	AT5G56310
AT5G56320	AT5G56320
AT5G56325	AT5G56325
AT5G56330	AT5G56330
AT5G56340	AT5G56340
AT5G56350	AT5G56350
AT5G56360	AT5G56360
AT5G56368	AT5G56368
AT5G56369	MCD7
AT5G56370	MCD7-13
AT5G56380	MCD7-14
AT5G56390	AT5G56390
AT5G56400	AT5G56400
AT5G56410	MCD7-17
AT5G56420	AT5G56420
AT5G56430	MCD7-19
AT5G56440	AT5G56440
AT5G56450	AT5G56450
AT5G56452	AT5G56452
AT5G56460	AT5G56460
AT5G56470	AT5G56470
AT5G56480	AT5G56480
AT5G56490	AT5G56490
AT5G56500	AT5G56500
AT5G56510	AT5G56510
AT5G56520	AT5G56520
AT5G56530	MKN22-4
AT5G56540	AT5G56540
AT5G56550	AT5G56550
AT5G56555	AT5G56555
AT5G56560	MKN22-8
AT5G56570	MIK19-1
AT5G56580	AT5G56580
AT5G56590	AT5G56590
AT5G56600	AT5G56600
AT5G56610	AT5G56610
AT5G56620	AT5G56620
AT5G56630	AT5G56630
AT5G56640	AT5G56640
AT5G56650	AT5G56650
AT5G56660	AT5G56660
AT5G56670	AT5G56670
AT5G56680	AT5G56680
AT5G56690	AT5G56690
AT5G56700	AT5G56700
AT5G56710	AT5G56710
AT5G56720	AT5G56720
AT5G56730	AT5G56730
AT5G56740	AT5G56740
AT5G56750	AT5G56750
AT5G56760	AT5G56760
AT5G56770	AT5G56770
AT5G56780	AT5G56780
AT5G56790	MIK19-26
AT5G56795	AT5G56795
AT5G56800	AT5G56800
AT5G56810	AT5G56810
AT5G56820	MIK19-29
AT5G56840	AT5G56840
AT5G56850	AT5G56850
AT5G56860	AT5G56860
AT5G56870	AT5G56870
AT5G56880	AT5G56880
AT5G56890	AT5G56890
AT5G56900	AT5G56900
AT5G56910	AT5G56910
AT5G56920	MHM17-3
AT5G56930	AT5G56930
AT5G56940	AT5G56940
AT5G56950	AT5G56950
AT5G56960	AT5G56960
AT5G56970	AT5G56970
AT5G56980	AT5G56980
AT5G56985	AT5G56985
AT5G56990	MHM17-11
AT5G57000	AT5G57000
AT5G57010	AT5G57010
AT5G57015	AT5G57015
AT5G57020	AT5G57020
AT5G57030	AT5G57030
AT5G57035	AT5G57035
AT5G57040	AT5G57040
AT5G57050	AT5G57050
AT5G57060	AT5G57060
AT5G57070	AT5G57070
AT5G57080	AT5G57080
AT5G57090	AT5G57090
AT5G57100	AT5G57100
AT5G57110	AT5G57110
AT5G57120	AT5G57120
AT5G57123	AT5G57123
AT5G57130	AT5G57130
AT5G57140	AT5G57140
AT5G57150	AT5G57150
AT5G57160	AT5G57160
AT5G57170	AT5G57170
AT5G57180	AT5G57180
AT5G57190	AT5G57190
AT5G57200	MJB24-1
AT5G57210	MJB24-2
AT5G57220	AT5G57220
AT5G57230	AT5G57230
AT5G57240	AT5G57240
AT5G57250	AT5G57250
AT5G57260	AT5G57260
AT5G57270	AT5G57270
AT5G57280	AT5G57280
AT5G57290	AT5G57290
AT5G57300	AT5G57300
AT5G57320	AT5G57320
AT5G57330	AT5G57330
AT5G57340	AT5G57340
AT5G57345	AT5G57345
AT5G57350	AT5G57350
AT5G57360	AT5G57360
AT5G57370	MSF19-3
AT5G57380	AT5G57380
AT5G57390	AT5G57390
AT5G57400	AT5G57400
AT5G57410	AT5G57410
AT5G57420	AT5G57420
AT5G57440	AT5G57440
AT5G57450	AT5G57450
AT5G57460	MUA2-4
AT5G57480	AT5G57480
AT5G57490	AT5G57490
AT5G57500	MUA2-7
AT5G57510	AT5G57510
AT5G57520	AT5G57520
AT5G57530	AT5G57530
AT5G57535	AT5G57535
AT5G57540	AT5G57540
AT5G57550	AT5G57550
AT5G57560	AT5G57560
AT5G57565	AT5G57565
AT5G57569	AT5G57569
AT5G57567	AT5G57567
AT5G57570	AT5G57570
AT5G57580	AT5G57580
AT5G57590	AT5G57590
AT5G57610	MUA2-19
AT5G57620	AT5G57620
AT5G57625	AT5G57625
AT5G57630	AT5G57630
AT5G57640	MUA2-23
AT5G57650	MUA2-24
AT5G57655	MUA2-25
AT5G57660	AT5G57660
AT5G57670	AT5G57670
AT5G57685	AT5G57685
AT5G57690	AT5G57690
AT5G57700	MRI1-6
AT5G57710	AT5G57710
AT5G57720	AT5G57720
AT5G57740	AT5G57740
AT5G57750	AT5G57750
AT5G57760	MRI1-12
AT5G57770	MRI1-13
AT5G57780	AT5G57780
AT5G57785	AT5G57785
AT5G57790	AT5G57790
AT5G57800	AT5G57800
AT5G57810	AT5G57810
AT5G57815	AT5G57815
AT5G57820	MTI20-6
AT5G57830	MTI20-7
AT5G57840	AT5G57840
AT5G57850	AT5G57850
AT5G57860	AT5G57860
AT5G57870	AT5G57870
AT5G57880	AT5G57880
AT5G57887	AT5G57887
AT5G57890	ASB2
AT5G57900	AT5G57900
AT5G57910	MTI20-17
AT5G57920	AT5G57920
AT5G57930	AT5G57930
AT5G57940	AT5G57940
AT5G57950	AT5G57950
AT5G57960	AT5G57960
AT5G57970	MTI20-23
AT5G57980	AT5G57980
AT5G57990	AT5G57990
AT5G58000	AT5G58000
AT5G58003	AT5G58003
AT5G58005	AT5G58005
AT5G58010	AT5G58010
AT5G58020	F2C19-3
AT5G58030	AT5G58030
AT5G58040	AT5G58040
AT5G58050	AT5G58050
AT5G58060	AT5G58060
AT5G58070	AT5G58070
AT5G58080	AT5G58080
AT5G58090	AT5G58090
AT5G58100	AT5G58100
AT5G58110	AT5G58110
AT5G58120	AT5G58120
AT5G58130	AT5G58130
AT5G58140	AT5G58140
AT5G58150	MCK7-2
AT5G58160	AT5G58160
AT5G58170	AT5G58170
AT5G58180	AT5G58180
AT5G58190	AT5G58190
AT5G58200	AT5G58200
AT5G58210	MCK7-8
AT5G58220	AT5G58220
AT5G58230	AT5G58230
AT5G58240	AT5G58240
AT5G58250	AT5G58250
AT5G58260	AT5G58260
AT5G58270	AT5G58270
AT5G58280	AT5G58280
AT5G58290	AT5G58290
AT5G58300	AT5G58300
AT5G58310	AT5G58310
AT5G58320	AT5G58320
AT5G58330	AT5G58330
AT5G58340	AT5G58340
AT5G58350	AT5G58350
AT5G58360	AT5G58360
AT5G58370	MCK7-24
AT5G58375	AT5G58375
AT5G58380	AT5G58380
AT5G58390	AT5G58390
AT5G58400	AT5G58400
AT5G58410	AT5G58410
AT5G58412	AT5G58412
AT5G58420	AT5G58420
AT5G58430	AT5G58430
AT5G58440	AT5G58440
AT5G58450	AT5G58450
AT5G58460	AT5G58460
AT5G58470	AT5G58470
AT5G58480	AT5G58480
AT5G58490	AT5G58490
AT5G58500	AT5G58500
AT5G58510	MQJ2-13
AT5G58520	MQJ2-14
AT5G58530	AT5G58530
AT5G58540	AT5G58540
AT5G58550	AT5G58550
AT5G58560	AT5G58560
AT5G58570	AT5G58570
AT5G58575	SGF11
AT5G58580	ATL63
AT5G58590	AT5G58590
AT5G58600	AT5G58600
AT5G58610	AT5G58610
AT5G58620	AT5G58620
AT5G58630	AT5G58630
AT5G58640	AT5G58640
AT5G58650	AT5G58650
AT5G58660	AT5G58660
AT5G58670	AT5G58670
AT5G58680	AT5G58680
AT5G58690	AT5G58690
AT5G58700	AT5G58700
AT5G58710	AT5G58710
AT5G58720	AT5G58720
AT5G58730	AT5G58730
AT5G58740	AT5G58740
AT5G58750	AT5G58750
AT5G58760	AT5G58760
AT5G58770	AT5G58770
AT5G58780	AT5G58780
AT5G58782	AT5G58782
AT5G58784	MZN1-24
AT5G58787	AT5G58787
AT5G58790	AT5G58790
AT5G58800	AT5G58800
AT5G58820	AT5G58820
AT5G58830	AT5G58830
AT5G58840	AT5G58840
AT5G58850	AT5G58850
AT5G58860	AT5G58860
AT5G58870	AT5G58870
AT5G58880	K19M22-8
AT5G58890	AGL82
AT5G58900	AT5G58900
AT5G58910	AT5G58910
AT5G58920	AT5G58920
AT5G58930	K19M22-12
AT5G58940	AT5G58940
AT5G58950	AT5G58950
AT5G58960	AT5G58960
AT5G58970	AT5G58970
AT5G58980	AT5G58980
AT5G58990	K19M22-18
AT5G59000	K19M22-19
AT5G59010	AT5G59010
AT5G59020	K19M22-16
AT5G59030	AT5G59030
AT5G59040	AT5G59040
AT5G59050	K18B18-4
AT5G59060	K18B18-6
AT5G59080	K18B18-8
AT5G59070	K18B18-2
AT5G59090	AT5G59090
AT5G59100	AT5G59100
AT5G59105	AT5G59105
AT5G59110	AT5G59110
AT5G59120	AT5G59120
AT5G59130	AT5G59130
AT5G59140	AT5G59140
AT5G59150	AT5G59150
AT5G59160	AT5G59160
AT5G59170	AT5G59170
AT5G59180	AT5G59180
AT5G59190	AT5G59190
AT5G59200	AT5G59200
AT5G59210	AT5G59210
AT5G59220	AT5G59220
AT5G59230	MNC17-14
AT5G59240	AT5G59240
AT5G59250	AT5G59250
AT5G59260	AT5G59260
AT5G59270	AT5G59270
AT5G59280	AT5G59280
AT5G59290	AT5G59290
AT5G59300	AT5G59300
AT5G59305	AT5G59305
AT5G59310	AT5G59310
AT5G59320	AT5G59320
AT5G59330	AT5G59330
AT5G59340	AT5G59340
AT5G59350	AT5G59350
AT5G59360	AT5G59360
AT5G59370	AT5G59370
AT5G59380	AT5G59380
AT5G59390	AT5G59390
AT5G59400	AT5G59400
AT5G59410	AT5G59410
AT5G59420	AT5G59420
AT5G59430	AT5G59430
AT5G59440	AT5G59440
AT5G59450	AT5G59450
AT5G59460	AT5G59460
AT5G59470	AT5G59470
AT5G59480	F2O15-10
AT5G59490	AT5G59490
AT5G59500	AT5G59500
AT5G59510	AT5G59510
AT5G59520	AT5G59520
AT5G59530	AT5G59530
AT5G59540	AT5G59540
AT5G59550	AT5G59550
AT5G59560	AT5G59560
AT5G59570	F2O15-230
AT5G59580	AT5G59580
AT5G59590	AT5G59590
AT5G59610	AT5G59610
AT5G59600	AT5G59600
AT5G59613	AT5G59613
AT5G59616	AT5G59616
AT5G59650	AT5G59650
AT5G59660	MTH12-10
AT5G59670	AT5G59670
AT5G59680	MTH12-14
AT5G59690	AT5G59690
AT5G59700	T5I8-2
AT5G59710	AT5G59710
AT5G59720	AT5G59720
AT5G59730	AT5G59730
AT5G59740	AT5G59740
AT5G59750	AT5G59750
AT5G59760	AT5G59760
AT5G59770	MTH12-2
AT5G59780	AT5G59780
AT5G59790	MMN10-1
AT5G59800	AT5G59800
AT5G59810	AT5G59810
AT5G59820	AT5G59820
AT5G59830	MMN10-5
AT5G59840	AT5G59840
AT5G59845	AT5G59845
AT5G59850	AT5G59850
AT5G59860	MMN10-9
AT5G59865	AT5G59865
AT5G59870	AT5G59870
AT5G59880	AT5G59880
AT5G59890	AT5G59890
AT5G59895	AT5G59895
AT5G59900	AT5G59900
AT5G59910	MMN10-15
AT5G59920	AT5G59920
AT5G59930	AT5G59930
AT5G59940	AT5G59940
AT5G59950	AT5G59950
AT5G59960	MMN10-21
AT5G59970	AT5G59970
AT5G59980	AT5G59980
AT5G59990	AT5G59990
AT5G60000	AT5G60000
AT5G60010	MMN10-18
AT5G60020	AT5G60020
AT5G60030	AT5G60030
AT5G60040	AT5G60040
AT5G60050	AT5G60050
AT5G60060	AT5G60060
AT5G60070	AT5G60070
AT5G60080	AT5G60080
AT5G60090	AT5G60090
AT5G60100	AT5G60100
AT5G60110	AT5G60110
AT5G60120	AT5G60120
AT5G60130	AT5G60130
AT5G60140	AT5G60140
AT5G60142	F15L12
AT5G60150	F15L12-4
AT5G60160	AT5G60160
AT5G60170	F15L12-6
AT5G60180	AT5G60180
AT5G60190	AT5G60190
AT5G60200	AT5G60200
AT5G60210	AT5G60210
